mode,month,dtrip,dtrip_y2,expansion_factor,draw
sh,12,0,0,1,6
fh,1,0,0,1,7
pr,1,0,0,1,7
sh,1,0,0,1,7
fh,2,0,0,1,7
pr,2,0,0,1,7
sh,2,0,0,1,7
fh,3,0,0,1,7
pr,3,0,0,1,7
sh,3,0,0,1,7
fh,4,0,0,1,7
pr,4,0,0,1,7
sh,4,4726.142944335938,4726.142944335938,1,7
fh,5,1627.239288330078,1677.384765625,1.0308163,7
pr,5,8798.934005498886,9421.208126068115,1.0707215,7
sh,5,28017.85101318359,28654.81213378906,1.0227342,7
fh,6,984.4434642791748,959.5963668823242,.97476023,7
pr,6,71210.35766601563,69050.96240234375,.96967584,7
sh,6,114548.876953125,106912.28515625,.93333334,7
fh,7,2997.786193847656,3006.570205688477,1.0029302,7
pr,7,208922.1123046875,209405.017578125,1.0023115,7
sh,7,445222.1826171875,425741.1381835938,.95624423,7
fh,8,2303.19522857666,2260.447776794434,.98143995,7
pr,8,292020.1953125,296877.3271484375,1.0166329,7
sh,8,413684.8525390625,433875.57421875,1.048807,7
fh,9,737.6948890686035,728.7051887512207,.98781377,7
pr,9,119160.9287109375,114246.7866210938,.95876044,7
sh,9,62431.4423828125,59365.48364257813,.95089078,7
fh,10,3590.707061767578,3644.465660095215,1.0149716,7
pr,10,77823.44897460938,81738.43640136719,1.050306,7
sh,10,47007.8095703125,50623.794921875,1.0769231,7
fh,11,720.8326892852783,731.412540435791,1.0146773,7
pr,11,79837.33740234375,65748.3955078125,.82352942,7
sh,11,0,0,1,7
fh,12,551.5557861328125,661.866943359375,1.2,7
pr,12,0,0,1,7
sh,12,0,0,1,7
fh,1,0,0,1,8
pr,1,0,0,1,8
sh,1,0,0,1,8
fh,2,0,0,1,8
pr,2,0,0,1,8
sh,2,0,0,1,8
fh,3,0,0,1,8
pr,3,0,0,1,8
sh,3,0,0,1,8
fh,4,0,0,1,8
pr,4,0,0,1,8
sh,4,7623.1435546875,7623.1435546875,1,8
fh,5,1006.680713653564,997.3339748382568,.99071527,8
pr,5,22341.81225585938,23593.21130371094,1.0560116,8
sh,5,18621.23033905029,19733.28515625,1.0597197,8
fh,6,969.1641998291016,951.0572357177734,.98131692,8
pr,6,49002.73315429688,48216.19750976563,.98394912,8
sh,6,246962.0947265625,235443.59765625,.95335925,8
fh,7,2556.880813598633,2584.695953369141,1.0108786,8
pr,7,290709.876953125,286962.5815429688,.98710984,8
sh,7,321542.681640625,306975.4951171875,.95469594,8
fh,8,3020.835884094238,2972.943794250488,.98414606,8
pr,8,232871.2434082031,243698.3994140625,1.0464941,8
sh,8,403783.75,416503.09375,1.0315003,8
fh,9,794.1327819824219,791.5899486541748,.99679798,8
pr,9,129003.20703125,121506.6173095703,.94188833,8
sh,9,47526.63891601563,44582.34895324707,.93804967,8
fh,10,3888.284469604492,3940.551422119141,1.0134422,8
pr,10,58566.54956054688,60699.48120117188,1.0364189,8
sh,10,8425.590881347656,9073.713256835938,1.0769231,8
fh,11,866.7828884124756,859.2039184570313,.99125618,8
pr,11,117169.5615234375,96492.580078125,.82352942,8
sh,11,0,0,1,8
fh,12,1240.148506164551,1488.178207397461,1.2,8
pr,12,0,0,1,8
sh,12,0,0,1,8
fh,1,0,0,1,9
pr,1,0,0,1,9
sh,1,0,0,1,9
fh,2,0,0,1,9
pr,2,0,0,1,9
sh,2,0,0,1,9
fh,3,0,0,1,9
pr,3,0,0,1,9
sh,3,0,0,1,9
fh,4,0,0,1,9
pr,4,0,0,1,9
sh,4,9061.743896484375,9061.743896484375,1,9
fh,5,1571.369758605957,1610.79167175293,1.0250876,9
pr,5,23289.25050354004,24484.85021972656,1.051337,9
sh,5,17185.36572265625,18412.89184570313,1.0714285,9
fh,6,1224.803781509399,1197.513725280762,.97771883,9
pr,6,76479.06372070313,76678.0283203125,1.0026015,9
sh,6,226204.4201660156,215948.8125,.9546622,9
fh,7,2773.668437957764,2818.899772644043,1.0163074,9
pr,7,267357.6396484375,266997.15625,.99865168,9
sh,7,345184.048828125,329817.888671875,.95548415,9
fh,8,3014.510047912598,2919.77087020874,.96857226,9
pr,8,215662.0869140625,220702.5595703125,1.0233721,9
sh,8,317565.9875488281,331912.3671875,1.045176,9
fh,9,798.8465805053711,800.5877342224121,1.0021796,9
pr,9,167036.341796875,158345.837890625,.94797236,9
sh,9,34381.25317382813,32418.44773864746,.94291061,9
fh,10,4058.246215820313,4070.379180908203,1.0029896,9
pr,10,56655.15051269531,59214.97222900391,1.0451825,9
sh,10,5015.369293212891,5401.166931152344,1.0769231,9
fh,11,898.5544338226318,892.903736114502,.99371135,9
pr,11,71484.82568359375,58869.8564453125,.82352942,9
sh,11,0,0,1,9
fh,12,0,0,1,9
pr,12,0,0,1,9
sh,12,0,0,1,9
fh,1,0,0,1,10
pr,1,0,0,1,10
sh,1,0,0,1,10
fh,2,0,0,1,10
pr,2,0,0,1,10
sh,2,0,0,1,10
fh,3,0,0,1,10
pr,3,0,0,1,10
sh,3,0,0,1,10
fh,4,0,0,1,10
pr,4,6308.997802734375,6308.997802734375,1,10
sh,4,6613.007080078125,6613.007080078125,1,10
fh,5,549.9314746856689,565.4053821563721,1.0281379,10
pr,5,27201.54906845093,29109.88446044922,1.0701554,10
sh,5,38837.10021972656,40473.38598632813,1.042132,10
fh,6,863.477840423584,854.2830047607422,.98935139,10
pr,6,80466.74194335938,79789.77685546875,.99158704,10
sh,6,225845.2917480469,215698.74609375,.955073,10
fh,7,3010.309326171875,3030.226860046387,1.0066165,10
pr,7,188919.2036132813,187025.7470703125,.98997742,10
sh,7,74017.8984375,78130.00390625,1.0555556,10
fh,8,2678.745025634766,2585.967643737793,.96536535,10
pr,8,168771.9035644531,175163.162109375,1.0378692,10
sh,8,289732.3896484375,296042.6845703125,1.0217798,10
fh,9,612.7468376159668,599.280553817749,.97802311,10
pr,9,135819.8544921875,131364.6528320313,.96719772,10
sh,9,46189.35424804688,43250.47645568848,.93637329,10
fh,10,1321.425277709961,1402.183330535889,1.0611143,10
pr,10,60167.82885742188,62190.10961914063,1.0336107,10
sh,10,19500.73474121094,21000.79125976563,1.0769231,10
fh,11,584.0741653442383,613.2897415161133,1.0500203,10
pr,11,88408.62451171875,72807.1025390625,.82352942,10
sh,11,0,0,1,10
fh,12,601.7568969726563,722.1082763671875,1.2,10
pr,12,0,0,1,10
sh,12,0,0,1,10
fh,1,0,0,1,11
pr,1,0,0,1,11
sh,1,0,0,1,11
fh,2,0,0,1,11
pr,2,0,0,1,11
sh,2,0,0,1,11
fh,3,0,0,1,11
pr,3,0,0,1,11
sh,3,0,0,1,11
fh,4,0,0,1,11
pr,4,1074.870025634766,1074.870025634766,1,11
sh,4,3372.973388671875,3372.973388671875,1,11
fh,5,1360.393479347229,1432.570777893066,1.0530562,11
pr,5,11062.54496002197,11618.34808349609,1.0502418,11
sh,5,18941.3466796875,19239.95349121094,1.0157648,11
fh,6,806.1280918121338,812.8569374084473,1.0083472,11
pr,6,100357.4743652344,97774.189453125,.97425914,11
sh,6,363740.5810546875,355606.56640625,.97763789,11
fh,7,2423.687522888184,2437.68994140625,1.0057774,11
pr,7,307011.46875,307339.1552734375,1.0010674,11
sh,7,412383.3359375,385865.158203125,.93569535,11
fh,8,1944.726936340332,1900.512317657471,.97726434,11
pr,8,181772.4609375,187506.7275390625,1.0315464,11
sh,8,321902.1489257813,333245.412109375,1.0352383,11
fh,9,709.647876739502,703.9037742614746,.99190569,11
pr,9,147170.435546875,142374.9958496094,.96741575,11
sh,9,35495.619140625,33497.5046081543,.94370812,11
fh,10,2645.241371154785,2797.600383758545,1.0575974,11
pr,10,57545.1806640625,59281.67932128906,1.0301763,11
sh,10,28447.1357421875,30635.376953125,1.0769231,11
fh,11,381.4561324119568,451.7726907730103,1.1843373,11
pr,11,190072.6171875,156530.390625,.82352942,11
sh,11,0,0,1,11
fh,12,0,0,1,11
pr,12,0,0,1,11
sh,12,0,0,1,11
fh,1,0,0,1,12
pr,1,0,0,1,12
sh,1,0,0,1,12
fh,2,0,0,1,12
pr,2,0,0,1,12
sh,2,0,0,1,12
fh,3,0,0,1,12
pr,3,0,0,1,12
sh,3,0,0,1,12
fh,4,0,0,1,12
pr,4,5301.658813476563,5301.658813476563,1,12
sh,4,4879.325317382813,4879.325317382813,1,12
fh,5,516.7028603553772,540.6627750396729,1.0463707,12
pr,5,23760.19033813477,25131.79077148438,1.0577269,12
sh,5,17538.66125488281,17488.88244628906,.99716175,12
fh,6,785.6563568115234,782.3237762451172,.99575824,12
pr,6,37856.85424804688,38020.16015625,1.0043138,12
sh,6,231846.2677001953,218864.85546875,.94400853,12
fh,7,3077.205909729004,3134.855346679688,1.0187343,12
pr,7,239528.7080078125,240717.6015625,1.0049635,12
sh,7,323059.228515625,310554.1591796875,.96129173,12
fh,8,2445.28141784668,2373.889579772949,.97080427,12
pr,8,185089.6838378906,192222.4169921875,1.0385367,12
sh,8,426823.0478515625,449316.220703125,1.0526991,12
fh,9,1031.524383544922,1044.984649658203,1.0130489,12
pr,9,154048.962890625,148553.5568847656,.96432686,12
sh,9,45847.3955078125,42572.58154296875,.9285714,12
fh,10,2260.176872253418,2356.937381744385,1.042811,12
pr,10,59873.84155273438,60736.64135742188,1.0144103,12
sh,10,30193.083984375,32515.62890625,1.0769231,12
fh,11,653.899621963501,690.1311874389648,1.0554085,12
pr,11,108976.4165039063,89745.2841796875,.82352942,12
sh,11,0,0,1,12
fh,12,752.7889823913574,903.3467788696289,1.2,12
pr,12,0,0,1,12
sh,12,0,0,1,12
fh,1,0,0,1,13
pr,1,0,0,1,13
sh,1,0,0,1,13
fh,2,0,0,1,13
pr,2,0,0,1,13
sh,2,0,0,1,13
fh,3,0,0,1,13
pr,3,0,0,1,13
sh,3,0,0,1,13
fh,4,0,0,1,13
pr,4,3388.807250976563,3388.807250976563,1,13
sh,4,2473.825012207031,2473.825012207031,1,13
fh,5,1640.600677490234,1739.677383422852,1.0603905,13
pr,5,12387.51739501953,13089.5732421875,1.0566745,13
sh,5,28496.57763671875,29424.35266113281,1.0325574,13
fh,6,958.2417869567871,939.3645172119141,.98030007,13
pr,6,63890.96557617188,62362.21728515625,.97607255,13
sh,6,185433.8241577148,174200.1123046875,.93941927,13
fh,7,3080.963584899902,3100.257232666016,1.0062622,13
pr,7,368967.44140625,371010.75,1.0055379,13
sh,7,316101.76171875,295989.2822265625,.93637341,13
fh,8,1338.555139541626,1378.066986083984,1.0295182,13
pr,8,263279.3547363281,276098.58203125,1.0486906,13
sh,8,394669.0678710938,415057.607421875,1.0516598,13
fh,9,1134.039688110352,1142.829322814941,1.0077507,13
pr,9,100453.8857421875,97998.73706054688,.97555947,13
sh,9,40999.0615234375,39080.15719604492,.95319641,13
fh,10,3253.135536193848,3273.661087036133,1.0063095,13
pr,10,82050.66430664063,84497.69616699219,1.0298234,13
sh,10,44183.65478515625,47582.3974609375,1.0769231,13
fh,11,606.7045116424561,643.0340385437012,1.0598801,13
pr,11,48394.18969726563,39854.03857421875,.82352942,13
sh,11,0,0,1,13
fh,12,35.2087140083313,42.25045680999756,1.2,13
pr,12,0,0,1,13
sh,12,0,0,1,13
fh,1,0,0,1,14
pr,1,0,0,1,14
sh,1,0,0,1,14
fh,2,0,0,1,14
pr,2,0,0,1,14
sh,2,0,0,1,14
fh,3,0,0,1,14
pr,3,0,0,1,14
sh,3,0,0,1,14
fh,4,0,0,1,14
pr,4,0,0,1,14
sh,4,3807.811889648438,3807.811889648438,1,14
fh,5,194.3676900863647,199.0676336288452,1.0241807,14
pr,5,12519.00020599365,13257.40234375,1.0589825,14
sh,5,27062.28799438477,28014.42993164063,1.0351833,14
fh,6,1001.701812744141,989.774284362793,.98809272,14
pr,6,82216.97021484375,81070.69287109375,.98605788,14
sh,6,227285.6982421875,225114.33984375,.99044657,14
fh,7,2156.135623931885,2202.91682434082,1.0216968,14
pr,7,189642.3583984375,186970.2016601563,.98590952,14
sh,7,338019.2280273438,318662.5676269531,.94273502,14
fh,8,1413.78450012207,1421.892295837402,1.0057348,14
pr,8,240565.5571289063,247461.658203125,1.0286663,14
sh,8,402428.2177734375,413687.630859375,1.0279787,14
fh,9,455.0181694030762,431.2515511512756,.94776773,14
pr,9,137646.6357421875,132865.3161621094,.96526378,14
sh,9,59731.95068359375,55807.06909179688,.93429178,14
fh,10,4469.236740112305,4478.102920532227,1.0019839,14
pr,10,53637.43994140625,55115.87646484375,1.0275636,14
sh,10,0,0,1,14
fh,11,639.7570762634277,663.4428901672363,1.0370232,14
pr,11,84612.47802734375,69680.8642578125,.82352942,14
sh,11,0,0,1,14
fh,12,1382.063026428223,1658.475631713867,1.2,14
pr,12,0,0,1,14
sh,12,0,0,1,14
fh,1,0,0,1,15
pr,1,0,0,1,15
sh,1,0,0,1,15
fh,2,0,0,1,15
pr,2,0,0,1,15
sh,2,0,0,1,15
fh,3,0,0,1,15
pr,3,0,0,1,15
sh,3,0,0,1,15
fh,4,0,0,1,15
pr,4,559.0413208007813,559.0413208007813,1,15
sh,4,5996.391723632813,5996.391723632813,1,15
fh,5,1430.199512481689,1462.733905792236,1.0227481,15
pr,5,11274.44934082031,12079.76715087891,1.0714285,15
sh,5,14957.34954833984,15129.29260253906,1.0114956,15
fh,6,960.049524307251,961.8978080749512,1.0019252,15
pr,6,55419.40246582031,53992.32080078125,.97424942,15
sh,6,251365.8764648438,242775.48828125,.96582514,15
fh,7,3215.100410461426,3261.533561706543,1.0144422,15
pr,7,247406.8408203125,243122.2758789063,.98268211,15
sh,7,299799.0576171875,287366.3754882813,.95852995,15
fh,8,1546.265850067139,1567.278015136719,1.013589,15
pr,8,190725.9609375,195216.7900390625,1.023546,15
sh,8,419882.1440429688,441607.763671875,1.0517422,15
fh,9,990.2776947021484,989.5069389343262,.99922168,15
pr,9,141332.1396484375,136780.5561523438,.96779513,15
sh,9,7035.684265136719,6708.083656311035,.95343727,15
fh,10,2636.084815979004,2691.467918395996,1.0210096,15
pr,10,64352.12036132813,65265.31970214844,1.0141907,15
sh,10,71976.72802734375,77513.3994140625,1.0769231,15
fh,11,682.6605205535889,706.5563163757324,1.0350039,15
pr,11,105946.4819335938,87250.0439453125,.82352942,15
sh,11,0,0,1,15
fh,12,1182.802047729492,1419.362457275391,1.2,15
pr,12,0,0,1,15
sh,12,0,0,1,15
fh,1,0,0,1,16
pr,1,0,0,1,16
sh,1,0,0,1,16
fh,2,0,0,1,16
pr,2,0,0,1,16
sh,2,0,0,1,16
fh,3,0,0,1,16
pr,3,0,0,1,16
sh,3,0,0,1,16
fh,4,0,0,1,16
pr,4,0,0,1,16
sh,4,4470.85400390625,4470.85400390625,1,16
fh,5,864.2398643493652,913.2964859008789,1.0567627,16
pr,5,7408.935974121094,7796.260437011719,1.052278,16
sh,5,39263.53295898438,40691.60864257813,1.0363716,16
fh,6,1066.499719619751,1032.979148864746,.96856952,16
pr,6,70988.93920898438,69248.34716796875,.97548079,16
sh,6,198943.2275390625,192705.220703125,.96864426,16
fh,7,2725.745178222656,2707.341087341309,.99324805,16
pr,7,240218.9267578125,239319.201171875,.99625456,16
sh,7,446909.52734375,427119.59765625,.95571828,16
fh,8,1019.260573387146,1067.651435852051,1.0474764,16
pr,8,222923.5842285156,231731.958984375,1.039513,16
sh,8,272886.1663818359,289388.07421875,1.0604718,16
fh,9,1111.762199401855,1115.084285736084,1.0029881,16
pr,9,199733.447265625,191460.9753417969,.95858246,16
sh,9,43539.63916015625,41448.59533691406,.9519738,16
fh,10,4593.641143798828,4638.571136474609,1.0097809,16
pr,10,53157.36181640625,53888.30859375,1.0137507,16
sh,10,27259.91455078125,29356.8310546875,1.0769231,16
fh,11,738.3073558807373,745.6379203796387,1.0099288,16
pr,11,16347.78375244141,13462.88073730469,.82352942,16
sh,11,0,0,1,16
fh,12,748.9206504821777,898.7047805786133,1.2,16
pr,12,0,0,1,16
sh,12,0,0,1,16
fh,1,0,0,1,17
pr,1,0,0,1,17
sh,1,0,0,1,17
fh,2,0,0,1,17
pr,2,0,0,1,17
sh,2,0,0,1,17
fh,3,0,0,1,17
pr,3,0,0,1,17
sh,3,0,0,1,17
fh,4,0,0,1,17
pr,4,3779.548461914063,3779.548461914063,1,17
sh,4,10575.80053710938,10575.80053710938,1,17
fh,5,1042.943695068359,1051.883541107178,1.0085717,17
pr,5,28598.26258087158,30574.44702148438,1.0691016,17
sh,5,19443.59765625,19231.36450195313,.98908466,17
fh,6,1079.701366424561,1074.193435668945,.99489868,17
pr,6,76226.10717773438,75260.73828125,.98733544,17
sh,6,267594.6643066406,257424.142578125,.9619928,17
fh,7,2523.370903015137,2535.564407348633,1.0048323,17
pr,7,266287.2666015625,265217.115234375,.99598122,17
sh,7,178991.3232421875,177282.7216796875,.99045426,17
fh,8,1000.973369598389,1051.356952667236,1.0503346,17
pr,8,234706.0300292969,244170.8330078125,1.0403262,17
sh,8,272663.5932617188,287524.916015625,1.0545043,17
fh,9,958.4286193847656,946.0537586212158,.98708838,17
pr,9,185410.71484375,175958.8759765625,.94902217,17
sh,9,50576.13671875,47827.13107299805,.94564617,17
fh,10,4036.144653320313,4077.17903137207,1.0101668,17
pr,10,69443.32055664063,71698.9482421875,1.0324816,17
sh,10,60164.60302734375,64792.6494140625,1.0769231,17
fh,11,582.0800924301147,614.9560642242432,1.0564802,17
pr,11,66947.31982421875,55133.0869140625,.82352942,17
sh,11,0,0,1,17
fh,12,663.4494209289551,796.1393051147461,1.2,17
pr,12,0,0,1,17
sh,12,0,0,1,17
fh,1,0,0,1,18
pr,1,0,0,1,18
sh,1,0,0,1,18
fh,2,0,0,1,18
pr,2,0,0,1,18
sh,2,0,0,1,18
fh,3,0,0,1,18
pr,3,0,0,1,18
sh,3,0,0,1,18
fh,4,0,0,1,18
pr,4,5776.909057617188,5776.909057617188,1,18
sh,4,7033.358642578125,7033.358642578125,1,18
fh,5,540.9092235565186,554.726526260376,1.0255446,18
pr,5,10148.2188873291,10649.52526855469,1.0493984,18
sh,5,16632.35084533691,17678.42102050781,1.0628937,18
fh,6,1090.455322265625,1074.464653015137,.98533577,18
pr,6,47801.62628173828,45871.64208984375,.95962512,18
sh,6,198800.5590820313,191167.46484375,.96160424,18
fh,7,3507.284225463867,3564.789779663086,1.016396,18
pr,7,243798.669921875,242501.9233398438,.99468106,18
sh,7,372043.2998046875,355100.7407226563,.9544608,18
fh,8,3748.200080871582,3617.164844512939,.9650405,18
pr,8,240288.5791015625,240527.9995117188,1.0009964,18
sh,8,298067.4184570313,305532.7646484375,1.0250459,18
fh,9,867.9112930297852,858.8820304870605,.98959655,18
pr,9,135684.53515625,129433.0955810547,.95392668,18
sh,9,38777.39013671875,36538.91357421875,.94227368,18
fh,10,3938.387901306152,3927.080703735352,.99712896,18
pr,10,36179.22527694702,38887.25068473816,1.0748503,18
sh,10,88696.791015625,95519.62109375,1.0769231,18
fh,11,413.9444193840027,479.8348207473755,1.1591769,18
pr,11,31087.63354492188,25601.58056640625,.82352942,18
sh,11,0,0,1,18
fh,12,1055.000267028809,1266.00032043457,1.2,18
pr,12,0,0,1,18
sh,12,0,0,1,18
fh,1,0,0,1,19
pr,1,0,0,1,19
sh,1,0,0,1,19
fh,2,0,0,1,19
pr,2,0,0,1,19
sh,2,0,0,1,19
fh,3,0,0,1,19
pr,3,0,0,1,19
sh,3,0,0,1,19
fh,4,0,0,1,19
pr,4,5833.210327148438,5833.210327148438,1,19
sh,4,2182.39599609375,2182.39599609375,1,19
fh,5,719.4744415283203,729.4976654052734,1.0139313,19
pr,5,50179.67568206787,53704.44763183594,1.070243,19
sh,5,26466.10473632813,27067.10534667969,1.0227083,19
fh,6,1035.655374526978,1014.608856201172,.97967809,19
pr,6,69428.88061523438,69100.4306640625,.99526924,19
sh,6,288888.9331054688,281677.751953125,.97503823,19
fh,7,2926.167007446289,2974.228424072266,1.0164247,19
pr,7,279313.45703125,280865.8388671875,1.0055579,19
sh,7,498269.1479492188,468219.7727050781,.9396925,19
fh,8,2535.58122253418,2497.195713043213,.98486125,19
pr,8,263136.0771484375,270748.669921875,1.0289303,19
sh,8,305971.2568359375,308467.7958984375,1.0081594,19
fh,9,1007.627098083496,1017.826351165771,1.0101221,19
pr,9,188454.447265625,179264.5659179688,.95123553,19
sh,9,38177.42138671875,36114.47625732422,.94596428,19
fh,10,4398.206314086914,4432.068496704102,1.0076991,19
pr,10,48085.02014160156,50718.66070556641,1.0547705,19
sh,10,62409.115234375,67209.81640625,1.0769231,19
fh,11,648.3288154602051,668.6007995605469,1.031268,19
pr,11,64941.63940429688,53481.35009765625,.82352942,19
sh,11,0,0,1,19
fh,12,1385.068473815918,1662.082168579102,1.2,19
pr,12,0,0,1,19
sh,12,0,0,1,19
fh,1,0,0,1,20
pr,1,0,0,1,20
sh,1,0,0,1,20
fh,2,0,0,1,20
pr,2,0,0,1,20
sh,2,0,0,1,20
fh,3,0,0,1,20
pr,3,0,0,1,20
sh,3,0,0,1,20
fh,4,0,0,1,20
pr,4,5519.219604492188,5519.219604492188,1,20
sh,4,3867.911865234375,3867.911865234375,1,20
fh,5,1283.600555419922,1335.627464294434,1.040532,20
pr,5,29535.72765541077,31587.10025024414,1.069454,20
sh,5,28195.45886230469,29506.15393066406,1.046486,20
fh,6,949.2418384552002,934.573860168457,.98454767,20
pr,6,55072.96051025391,52744.77978515625,.95772552,20
sh,6,222128.7963867188,215093.775390625,.96832907,20
fh,7,2429.333381652832,2427.706893920898,.99933046,20
pr,7,269339.41796875,268686.1494140625,.99757457,20
sh,7,217376.2998046875,206146.7197265625,.94834036,20
fh,8,1553.425281524658,1575.605102539063,1.0142781,20
pr,8,222471.55078125,233700.2880859375,1.0504727,20
sh,8,210850.9343261719,218678.654296875,1.0371244,20
fh,9,627.9209327697754,625.9975624084473,.99693692,20
pr,9,154195.93359375,149568.3259277344,.96998876,20
sh,9,26989.83178710938,25600.93707275391,.94854009,20
fh,10,3936.873046875,3951.107879638672,1.0036157,20
pr,10,80606.73876953125,83596.8056640625,1.0370945,20
sh,10,18253.01403808594,19657.09204101563,1.0769231,20
fh,11,571.3585166931152,606.1718902587891,1.0609308,20
pr,11,89601.38037109375,73789.3720703125,.82352942,20
sh,11,0,0,1,20
fh,12,807.9618072509766,969.5541687011719,1.2,20
pr,12,0,0,1,20
sh,12,0,0,1,20
fh,1,0,0,1,21
pr,1,0,0,1,21
sh,1,0,0,1,21
fh,2,0,0,1,21
pr,2,0,0,1,21
sh,2,0,0,1,21
fh,3,0,0,1,21
pr,3,0,0,1,21
sh,3,0,0,1,21
fh,4,0,0,1,21
pr,4,0,0,1,21
sh,4,6859.88818359375,6859.88818359375,1,21
fh,5,2344.321467399597,2479.618194580078,1.0577126,21
pr,5,36474.17709350586,38794.01782226563,1.0636023,21
sh,5,8219.794891357422,8312.186676025391,1.0112401,21
fh,6,604.1094589233398,602.0627975463867,.99661207,21
pr,6,86985.79284667969,84930.41748046875,.97637111,21
sh,6,280820.9985351563,267262.5625,.95171857,21
fh,7,2637.253791809082,2635.036529541016,.99915928,21
pr,7,314627.5625,314279.779296875,.99889463,21
sh,7,363827.0556640625,347172.4018554688,.95422369,21
fh,8,1445.067668914795,1448.222679138184,1.0021833,21
pr,8,195722.203125,202222.1962890625,1.0332103,21
sh,8,393206.7880859375,411706.974609375,1.0470495,21
fh,9,840.3954696655273,843.4067440032959,1.0035832,21
pr,9,162917.33984375,155094.7755126953,.95198447,21
sh,9,49324.04345703125,46418.41879272461,.94109112,21
fh,10,4889.073699951172,5003.230911254883,1.0233494,21
pr,10,52039.16577148438,53433.80139160156,1.0267997,21
sh,10,41106.04760742188,44268.05126953125,1.0769231,21
fh,11,1104.591869354248,1041.874778747559,.94322151,21
pr,11,103665.4853515625,85371.576171875,.82352942,21
sh,11,0,0,1,21
fh,12,0,0,1,21
pr,12,0,0,1,21
sh,12,0,0,1,21
fh,1,0,0,1,22
pr,1,0,0,1,22
sh,1,0,0,1,22
fh,2,0,0,1,22
pr,2,0,0,1,22
sh,2,0,0,1,22
fh,3,0,0,1,22
pr,3,0,0,1,22
sh,3,0,0,1,22
fh,4,0,0,1,22
pr,4,10438.25390625,10438.25390625,1,22
sh,4,6287.53271484375,6287.53271484375,1,22
fh,5,121.973690032959,114.7987670898438,.94117647,22
pr,5,18601.07307434082,19699.28552246094,1.0590403,22
sh,5,35097.00579833984,37036.1630859375,1.0552514,22
fh,6,970.6669807434082,953.2162933349609,.98202199,22
pr,6,70765.23559570313,68270.1044921875,.96474069,22
sh,6,234900.8642578125,221213.880859375,.94173294,22
fh,7,2211.661148071289,2259.925872802734,1.0218228,22
pr,7,233467.73828125,233346.6000976563,.99948114,22
sh,7,295313.775390625,288028.65234375,.97533089,22
fh,8,1980.567230224609,1973.833076477051,.99659991,22
pr,8,234581.796875,239200.041015625,1.0196872,22
sh,8,286045.0727539063,294576.90625,1.0298269,22
fh,9,758.2245712280273,750.3830108642578,.989658,22
pr,9,93140.115234375,91266.83935546875,.97988755,22
sh,9,48750.13354492188,45779.62232971191,.93906659,22
fh,10,4450.246124267578,4495.873886108398,1.0102528,22
pr,10,59213.2431640625,60150.33996582031,1.0158257,22
sh,10,87466.5517578125,94194.748046875,1.0769231,22
fh,11,557.112283706665,597.331657409668,1.0721925,22
pr,11,78405.958984375,64569.61328125,.82352942,22
sh,11,0,0,1,22
fh,12,46.27657771110535,55.53189325332642,1.2,22
pr,12,0,0,1,22
sh,12,0,0,1,22
fh,1,0,0,1,23
pr,1,0,0,1,23
sh,1,0,0,1,23
fh,2,0,0,1,23
pr,2,0,0,1,23
sh,2,0,0,1,23
fh,3,0,0,1,23
pr,3,0,0,1,23
sh,3,0,0,1,23
fh,4,0,0,1,23
pr,4,8732.508544921875,8732.508544921875,1,23
sh,4,8645.961181640625,8645.961181640625,1,23
fh,5,809.1602020263672,866.9573593139648,1.0714285,23
pr,5,25885.79786682129,27466.17907714844,1.0610521,23
sh,5,8143.072296142578,7841.730911254883,.96299416,23
fh,6,626.0400295257568,635.7242813110352,1.0154691,23
pr,6,36959.31610107422,37608.61608886719,1.017568,23
sh,6,290037.2424316406,277660.1171875,.95732576,23
fh,7,2065.01692199707,2069.469245910645,1.002156,23
pr,7,304350.3984375,307609.9140625,1.0107098,23
sh,7,338972.3125,327285.34765625,.96552235,23
fh,8,2699.253639221191,2666.263526916504,.98777807,23
pr,8,267213.5478515625,273132.9560546875,1.0221523,23
sh,8,295241.1955566406,311743.74609375,1.0558951,23
fh,9,964.2932510375977,968.887882232666,1.0047648,23
pr,9,141402.541015625,135794.5095214844,.96033996,23
sh,9,47582.73974609375,44979.25238037109,.94528502,23
fh,10,3779.492889404297,3907.814979553223,1.0339522,23
pr,10,86992.30297851563,89517.59338378906,1.0290289,23
sh,10,57078.79150390625,61469.4677734375,1.0769231,23
fh,11,500.7374935150146,554.253231048584,1.1068739,23
pr,11,113574.8002929688,93532.1884765625,.82352942,23
sh,11,0,0,1,23
fh,12,955.9214401245117,1147.105728149414,1.2,23
pr,12,0,0,1,23
sh,12,0,0,1,23
fh,1,0,0,1,24
pr,1,0,0,1,24
sh,1,0,0,1,24
fh,2,0,0,1,24
pr,2,0,0,1,24
sh,2,0,0,1,24
fh,3,0,0,1,24
pr,3,0,0,1,24
sh,3,0,0,1,24
fh,4,0,0,1,24
pr,4,9157.688232421875,9157.688232421875,1,24
sh,4,1576.697204589844,1576.697204589844,1,24
fh,5,1181.892566680908,1221.304912567139,1.0333468,24
pr,5,3144.905876159668,3203.329299926758,1.0185772,24
sh,5,23894.15478515625,25600.88012695313,1.0714285,24
fh,6,701.4154529571533,687.2634963989258,.97982371,24
pr,6,55261.9921875,55198.5283203125,.9988516,24
sh,6,211375.1000976563,205673.07421875,.97302413,24
