HH_ID,person_ID,stratum_ID,year,wave,st,age,sex,raceethn,boat_trips,shore_trips,imp_shore_trips_2,imp_boat_trips_2,final_wt
4385945390,1,2023_5_1_1_1,2023,5,1,61,1,1,0,0,,,414.83480143
4385945392,1,2023_5_1_1_1,2023,5,1,59,1,1,0.9999834114,1.0000165886,,,153.09042061
4385945394,1,2023_5_1_1_1,2023,5,1,60,2,1,4.999917057,3.0000497658,,,56.439549569
4385945396,1,2023_5_1_1_1,2023,5,1,66,1,1,0,0,,,55.208397944
4385945398,1,2023_5_1_1_1,2023,5,1,35,1,1,24.999585285,0,,,137.86246105
4385945399,1,2023_5_1_1_1,2023,5,1,54,2,1,0,0,,,170.90348577
4385945402,1,2023_5_1_1_1,2023,5,1,44,1,1,1.9999668228,0,,,228.71537338
4385945414,1,2023_5_1_1_0,2023,5,1,55,1,1,0,0,,,462.88697248
4385945419,1,2023_5_1_1_0,2023,5,1,67,1,1,0,0,,,168.33360574
4385945431,1,2023_5_1_1_0,2023,5,1,88,2,1,0,0,1,1,202.48420835
4385945435,1,2023_5_1_1_0,2023,5,1,76,2,1,0,0,,,202.48420835
4385945439,1,2023_5_1_1_0,2023,5,1,42,1,2,0,0,,,462.88697248
4385945441,1,2023_5_1_1_0,2023,5,1,41,2,1,0,0,,,682.15433653
4385945448,1,2023_5_1_1_0,2023,5,1,76,2,-3,0,0,,,168.33360574
4385945450,1,2023_5_1_1_0,2023,5,1,80,1,2,0,0,,,408.59692005
4385945451,1,2023_5_1_1_0,2023,5,1,73,1,2,0,0,,,491.4908317
4385945453,1,2023_5_1_1_0,2023,5,1,57,2,1,0,0,,,309.44251869
4385945458,1,2023_5_1_1_0,2023,5,1,42,2,1,0,0,,,682.15433653
4385945459,1,2023_5_1_1_0,2023,5,1,66,2,1,0,0,,,202.48420835
4385945471,1,2023_5_1_1_0,2023,5,1,-3,1,-3,0,0,,,422.36462979
4385945473,1,2023_5_1_1_0,2023,5,1,90,2,1,0,0,,,112.53195281
4385945475,1,2023_5_1_1_0,2023,5,1,84,1,1,0,0,,,491.4908317
4385945478,1,2023_5_1_1_0,2023,5,1,59,1,2,0,0,,,767.93469329
4385945481,1,2023_5_1_1_0,2023,5,1,88,2,1,0,0,,,611.64171685
4385945486,1,2023_5_1_1_0,2023,5,1,73,1,1,0,0,,,408.59692005
4385945487,1,2023_5_1_1_0,2023,5,1,-3,1,1,0,0,1,1,533.53908955
4385945495,1,2023_5_1_1_0,2023,5,1,72,2,1,0,0,,,273.14931633
4385945496,1,2023_5_1_1_0,2023,5,1,63,1,1,0,0,,,248.07243662
4385945499,1,2023_5_1_1_0,2023,5,1,58,1,1,0,0,,,751.11122054
4385945500,1,2023_5_1_1_0,2023,5,1,42,2,2,0,0,,,682.15433653
4385945506,1,2023_5_1_1_0,2023,5,1,58,2,1,0,0,,,168.33360574
4385945509,1,2023_5_1_1_0,2023,5,1,68,2,1,0,0,,,202.48420835
4385945514,1,2023_5_1_1_0,2023,5,1,68,2,1,0,0,,,168.33360574
4385945516,1,2023_5_1_1_0,2023,5,1,72,1,1,0,0,,,112.53195281
4385945521,1,2023_5_1_1_0,2023,5,1,71,1,1,0,0,,,168.33360574
4385945522,1,2023_5_1_1_0,2023,5,1,32,2,1,0,2.0000331772,,,687.89378208
4385945523,1,2023_5_1_1_0,2023,5,1,46,1,1,0,0,,,2057.7001539
4385945534,1,2023_5_1_1_0,2023,5,1,57,1,1,19.588490807,9.1866118932,,,1310.1881097
4385945543,1,2023_5_1_1_0,2023,5,1,42,1,5,9.2119574802,0,,,1547.7834589
4385945549,1,2023_5_1_1_0,2023,5,1,68,1,1,4.999917057,0,,,169.7499151
4385945559,1,2023_5_1_1_0,2023,5,1,46,1,1,0,0,,,682.15433653
4385945570,1,2023_5_1_1_0,2023,5,1,75,2,2,0,0,,,168.33360574
4385945575,1,2023_5_1_1_0,2023,5,1,80,2,1,0,0,,,112.53195281
4385945579,1,2023_5_1_1_0,2023,5,1,90,2,2,0,0,,,491.4908317
4385945583,1,2023_5_1_1_0,2023,5,1,79,1,1,0,0,1,1,408.59692005
4385945586,1,2023_5_1_1_0,2023,5,1,70,2,1,0,0,,,542.56148383
4385945587,1,2023_5_1_1_0,2023,5,1,65,2,1,0,0,,,248.07243662
4385945593,1,2023_5_1_1_0,2023,5,1,62,1,-3,0,0,,,1351.5109005
4385945607,1,2023_5_1_1_0,2023,5,1,75,1,1,0,0,,,248.07243662
4385945613,1,2023_5_1_1_0,2023,5,1,66,1,1,0,0,,,135.36182082
4385945614,1,2023_5_1_1_0,2023,5,1,32,1,1,0,0,,,1240.3171817
4385945616,1,2023_5_1_1_0,2023,5,1,73,2,1,0,0,,,202.48420835
4385945619,1,2023_5_1_1_0,2023,5,1,49,1,1,0,0,,1,462.88697248
4385945620,1,2023_5_1_1_0,2023,5,1,75,2,2,0,0,,,168.33360574
4385945621,1,2023_5_1_1_0,2023,5,1,68,2,1,0,0,,,112.53195281
4385945622,1,2023_5_1_1_0,2023,5,1,44,1,1,0,0,1,1,998.06212851
4385945625,1,2023_5_1_1_0,2023,5,1,73,2,1,0,0,,,408.59692005
4385945631,1,2023_5_1_1_0,2023,5,1,87,1,1,0,0,,,451.05409284
4385945637,1,2023_5_1_1_0,2023,5,1,74,2,-3,0,0,,,168.33360574
4385945640,1,2023_5_1_1_0,2023,5,1,48,2,1,0,0,,,411.18126106
4385945657,1,2023_5_1_1_0,2023,5,1,61,1,1,0,0,,,456.02397255
4385945662,1,2023_5_1_1_0,2023,5,1,68,2,2,0,0,,,451.05409284
4385945663,1,2023_5_1_1_0,2023,5,1,56,2,2,0,0,1,1,703.35404906
4385945672,1,2023_5_1_1_0,2023,5,1,55,2,1,0,0,,,511.69949922
4385945673,1,2023_5_1_1_0,2023,5,1,57,2,1,0,0,,,556.79495347
4385945677,1,2023_5_1_1_0,2023,5,1,54,1,1,0,0,,,1123.5676349
4385945679,1,2023_5_1_1_0,2023,5,1,47,2,1,0,0,,,462.88697248
4385945684,1,2023_5_1_1_0,2023,5,1,78,2,1,0,0,,,491.4908317
4385945685,1,2023_5_1_1_0,2023,5,1,78,1,1,0,0,,,202.48420835
4385945686,1,2023_5_1_1_0,2023,5,1,61,2,1,0,0,,,168.33360574
4385945689,1,2023_5_1_1_0,2023,5,1,68,1,1,13.99976776,10.000165886,,,169.7499151
4385945691,1,2023_5_1_1_0,2023,5,1,61,2,1,0,0,,,462.88697248
4385945692,1,2023_5_1_1_0,2023,5,1,63,2,1,0,0,,,309.44251869
4385945695,1,2023_5_1_1_0,2023,5,1,68,2,5,0,0,,,251.98392491
4385945697,1,2023_5_1_1_0,2023,5,1,69,2,1,0,0,,,168.33360574
4385945705,1,2023_5_1_1_0,2023,5,1,80,2,1,0,0,,,273.14931633
4385945706,1,2023_5_1_1_0,2023,5,1,56,2,1,0,0,,,682.15433653
4385945709,1,2023_5_1_1_0,2023,5,1,72,2,1,0,0,,,100.80288246
4385945714,1,2023_5_1_1_0,2023,5,1,-3,2,1,0,0,,,351.12941227
4385945715,1,2023_5_1_1_0,2023,5,1,69,1,1,0,0,,,542.56148383
4385945716,1,2023_5_1_1_0,2023,5,1,64,2,-3,0,0,,,462.88697248
4385945720,1,2023_5_1_1_0,2023,5,1,49,2,1,0,0,,,682.15433653
4385945722,1,2023_5_1_1_0,2023,5,1,50,1,1,0,0,1,1,1123.5676349
4385945724,1,2023_5_1_1_0,2023,5,1,31,2,1,0,0,,,767.93469329
4385945725,1,2023_5_1_1_0,2023,5,1,66,2,-3,0,0,,,168.33360574
4385945729,1,2023_5_1_1_0,2023,5,1,45,1,1,0,0,,,459.86082386
4385945732,1,2023_5_1_1_0,2023,5,1,65,2,4,0,0,,,168.33360574
4385945734,1,2023_5_1_1_0,2023,5,1,84,1,1,0,0,,,168.33360574
4385945736,1,2023_5_1_1_0,2023,5,1,33,2,1,0,0,,,682.15433653
4385945737,1,2023_5_1_1_0,2023,5,1,65,1,1,0,0,,,168.33360574
4385945744,1,2023_5_1_1_0,2023,5,1,70,1,1,0.9999834114,1.0000165886,,,169.7499151
4385945749,1,2023_5_1_1_0,2023,5,1,79,2,5,0,0,,,202.48420835
4385945755,1,2023_5_1_1_0,2023,5,1,63,1,1,0,0,,,411.18126106
4385945757,1,2023_5_1_1_0,2023,5,1,76,1,1,0,0,,,168.33360574
4385945758,1,2023_5_1_1_0,2023,5,1,74,1,1,0,0,,,664.71627791
4385945764,1,2023_5_1_1_0,2023,5,1,34,2,1,0,0,,,682.15433653
4385945765,1,2023_5_1_1_0,2023,5,1,74,2,1,0,0,,,168.33360574
4385945767,1,2023_5_1_1_0,2023,5,1,31,2,1,0,0,,,682.15433653
4385945770,1,2023_5_1_1_0,2023,5,1,74,1,1,0,0,,,112.53195281
4385945773,1,2023_5_1_1_0,2023,5,1,69,2,1,0,0,,,168.33360574
4385945775,1,2023_5_1_1_0,2023,5,1,62,2,1,0,0,,,767.93469329
4385945779,1,2023_5_1_1_0,2023,5,1,60,2,1,0,0,,,462.88697248
4385945786,1,2023_5_1_1_0,2023,5,1,56,2,1,0,0,,,682.15433653
4385945787,1,2023_5_1_1_0,2023,5,1,75,2,2,0,0,,,677.86688572
4385945789,1,2023_5_1_1_0,2023,5,1,77,2,1,0,0,,,202.48420835
4385945791,1,2023_5_1_1_0,2023,5,1,88,2,1,0,0,,,255.78193
4385945794,1,2023_5_1_1_0,2023,5,1,58,1,1,1.9999668228,0,,,414.64081901
4385945799,1,2023_5_1_1_0,2023,5,1,74,1,1,0,0,,,168.33360574
4385945801,1,2023_5_1_1_0,2023,5,1,69,1,1,0,0,,,112.53195281
4385945803,1,2023_5_1_1_0,2023,5,1,62,1,1,0,0,,,456.02397255
4385945805,1,2023_5_1_1_0,2023,5,1,68,1,1,0,0,,,168.33360574
4385945808,1,2023_5_1_1_0,2023,5,1,61,2,1,0,0,,,462.88697248
4385945812,1,2023_5_1_1_0,2023,5,1,84,1,1,0,0,,,362.95555252
4385945813,1,2023_5_1_1_0,2023,5,1,75,2,1,0,0,,,491.4908317
4385945816,1,2023_5_1_1_0,2023,5,1,66,1,1,0,0,,,168.33360574
4385945820,1,2023_5_1_1_0,2023,5,1,-3,2,1,0,0,,,422.36462979
4385945821,1,2023_5_1_1_0,2023,5,1,86,1,2,0,0,,,168.33360574
4385945824,1,2023_5_1_1_0,2023,5,1,41,2,2,0,0,,,1827.8495496
4385945825,1,2023_5_1_1_0,2023,5,1,36,2,1,0,0,,,2057.7001539
