mode,month,dtrip,dtrip_y2,expansion_factor,draw,state
pr,4,11113.57983398438,11113.57983398438,1,4,DE
sh,4,8240.193603515625,8240.193603515625,1,4,DE
fh,5,88.25003147125244,95.94650459289551,1.0872121,4,DE
pr,5,14221.76366043091,16003.67188644409,1.1252944,4,DE
sh,5,4775.052825927734,4485.608337402344,.93938404,4,DE
fh,6,1105.122156143188,1029.429187774658,.93150717,4,DE
pr,6,214943.203125,211179.462890625,.98248959,4,DE
sh,6,16810.45761108398,17353.93212890625,1.0323296,4,DE
fh,7,888.8385772705078,888.8385772705078,1,4,DE
pr,7,81494.80834960938,81494.80834960938,1,4,DE
sh,7,43468.18310546875,43468.18310546875,1,4,DE
fh,8,816.7454872131348,816.7454872131348,1,4,DE
pr,8,71498.53991699219,71498.53991699219,1,4,DE
sh,8,61101.20483398438,61101.20483398438,1,4,DE
fh,9,59.37809777259827,59.95326006412506,1.0096865,4,DE
pr,9,29818.49450683594,30571.78912353516,1.0252627,4,DE
sh,9,22862.80444335938,22483.97406005859,.98343027,4,DE
fh,10,335.9827365875244,357.9919300079346,1.0655069,4,DE
pr,10,7643.655666351318,8703.933135986328,1.1387134,4,DE
sh,10,9064.613403320313,10459.16931152344,1.1538461,4,DE
fh,11,0,0,1,4,DE
pr,11,0,0,1,4,DE
sh,11,0,0,1,4,DE
fh,12,0,0,1,4,DE
pr,12,0,0,1,4,DE
sh,12,0,0,1,4,DE
fh,1,0,0,1,5,DE
pr,1,0,0,1,5,DE
sh,1,0,0,1,5,DE
fh,2,0,0,1,5,DE
pr,2,0,0,1,5,DE
sh,2,0,0,1,5,DE
fh,3,0,0,1,5,DE
pr,3,0,0,1,5,DE
sh,3,0,0,1,5,DE
fh,4,19.69331288337708,19.69331288337708,1,5,DE
pr,4,0,0,1,5,DE
sh,4,2922.86279296875,2922.86279296875,1,5,DE
fh,5,77.88290333747864,82.53026652336121,1.0596712,5,DE
pr,5,12653.82364273071,14303.93636703491,1.1304042,5,DE
sh,5,4157.023468017578,3667.961883544922,.88235295,5,DE
fh,6,966.4018535614014,881.4247856140137,.91206861,5,DE
pr,6,156800.0939941406,147731.7231445313,.94216603,5,DE
sh,6,5618.9501953125,4495.16015625,.80000001,5,DE
fh,7,1690.194129943848,1690.194129943848,1,5,DE
pr,7,78986.7578125,78986.7578125,1,5,DE
sh,7,18288.68707275391,18288.68707275391,1,5,DE
fh,8,1393.843023300171,1393.843023300171,1,5,DE
pr,8,84878.33056640625,84878.33056640625,1,5,DE
sh,8,75993.19116210938,75993.19116210938,1,5,DE
fh,9,156.1816263198853,165.2005791664124,1.0577465,5,DE
pr,9,20337.533203125,20163.67419433594,.99145132,5,DE
sh,9,33010.33129882813,31874.95062255859,.96560532,5,DE
fh,10,431.889720916748,498.3342933654785,1.1538461,5,DE
